ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID
PJT009,2023-02-28,1146331,972908,1139128,1045492,1.17,1.09,93636,1
PJT009,2023-03-31,750563,576146,397301,691209,0.69,0.57,-293908,2
PJT009,2023-04-30,1495707,1607333,1757959,1408509,1.09,1.25,349450,1
PJT009,2023-05-31,1378032,2023324,915940,1010891,0.45,0.91,-94950,2
PJT009,2023-06-30,904624,594417,836719,887420,1.41,0.94,-50701,4
PJT009,2023-07-31,559015,403670,481737,547926,1.19,0.88,-66189,4
PJT009,2023-08-31,974234,1078706,519518,725320,0.48,0.72,-205802,2
PJT009,2023-09-30,1979945,3098849,997797,1951322,0.32,0.51,-953525,4
PJT009,2023-10-31,1458680,2141223,1259996,1246703,0.59,1.01,13293,4
PJT009,2023-11-30,1233270,1562386,754417,874379,0.48,0.86,-119961,4
PJT009,2023-12-31,961895,1254966,636277,867658,0.51,0.73,-231381,1
PJT009,2024-01-31,1954868,1356484,2029313,1628650,1.5,1.25,400663,1
PJT009,2024-02-29,1802213,1400590,1899714,1714688,1.36,1.11,185026,3
PJT009,2024-03-31,1916921,2459886,1720897,1697154,0.7,1.01,23742,2
PJT009,2024-04-30,1803357,2111028,945518,1766000,0.45,0.54,-820482,4
PJT009,2024-05-31,1534290,1958542,1031872,1377280,0.53,0.75,-345408,2
PJT009,2024-06-30,1090797,1364841,638415,978830,0.47,0.65,-340415,3
PJT009,2024-07-31,1999121,1295854,2562352,1643422,1.98,1.56,918930,3
PJT009,2024-08-31,1806130,2496768,1722349,1664412,0.69,1.03,57937,4
PJT009,2024-09-30,1817773,1825300,1384464,1636501,0.76,0.85,-252037,3
PJT009,2024-10-31,1711769,2331917,1948423,1421924,0.84,1.37,526499,4
PJT009,2024-11-30,1726751,1243622,1615533,1211709,1.3,1.33,403824,3
PJT009,2024-12-31,986879,953780,806219,896718,0.85,0.9,-90499,3
PJT009,2025-01-31,1082837,1135564,747196,879237,0.66,0.85,-132041,4
PJT009,2025-02-28,840904,566093,826406,757204,1.46,1.09,69202,3
PJT009,2025-03-31,1429236,1519983,1148860,1370637,0.76,0.84,-221777,3
PJT009,2025-04-30,1278623,1379866,665541,1025934,0.48,0.65,-360393,3
PJT009,2025-05-31,1070293,1069033,1031910,920539,0.97,1.12,111372,2
PJT009,2025-06-30,1411858,1927021,1624185,1292467,0.84,1.26,331718,1
PJT010,2022-01-31,1933286,1195220,1269439,1357686,1.06,0.94,-88248,2
PJT010,2022-02-28,1471212,2203921,1022177,1439008,0.46,0.71,-416830,3
PJT010,2022-03-31,590401,905933,461279,431244,0.51,1.07,30035,1
PJT010,2022-04-30,1228808,1052814,894447,973445,0.85,0.92,-78998,2
PJT010,2022-05-31,1704539,1941745,1276778,1505278,0.66,0.85,-228500,2
PJT010,2022-06-30,1574226,1373707,1307929,1159521,0.95,1.13,148408,2
PJT010,2022-07-31,771724,988669,497878,661791,0.5,0.75,-163913,4
PJT010,2022-08-31,1563569,1105251,1491410,1214845,1.35,1.23,276566,3
PJT010,2022-09-30,1944390,2106836,2225926,1682030,1.06,1.32,543897,3
PJT010,2022-10-31,565119,696877,712684,497578,1.02,1.43,215106,1
PJT010,2022-11-30,1728783,2565871,1179832,1320122,0.46,0.89,-140290,2
PJT010,2022-12-31,1416471,1432093,1659947,1373987,1.16,1.21,285960,3
PJT010,2023-01-31,1030132,862087,1158302,806018,1.34,1.44,352283,2
PJT010,2023-02-28,1733921,1775082,1792944,1263440,1.01,1.42,529504,3
PJT010,2023-03-31,1435789,1510116,1391691,1077422,0.92,1.29,314269,2
PJT010,2023-04-30,1605311,2348244,1081003,1169813,0.46,0.92,-88810,3
PJT010,2023-05-31,535458,665023,527788,462641,0.79,1.14,65147,1
PJT010,2023-06-30,847921,840210,827215,719910,0.98,1.15,107305,2
PJT010,2023-07-31,1981678,1459387,2092881,1627544,1.43,1.29,465338,3
PJT010,2023-08-31,1142299,1505091,1203925,1139303,0.8,1.06,64622,1
PJT010,2023-09-30,692591,487660,747632,604990,1.53,1.24,142643,1
PJT010,2023-10-31,911241,619115,518065,882316,0.84,0.59,-364251,3
PJT010,2023-11-30,787801,727433,536749,635361,0.74,0.84,-98612,2
PJT010,2023-12-31,604136,676064,334746,567952,0.5,0.59,-233207,4
PJT010,2024-01-31,850568,969658,1024138,761482,1.06,1.34,262655,1
PJT010,2024-02-29,1299437,1201113,995890,1170592,0.83,0.85,-174702,1
PJT010,2024-03-31,1991209,2512586,1884135,1830310,0.75,1.03,53826,3
PJT010,2024-04-30,1197808,790724,1137723,1182581,1.44,0.96,-44858,4
PJT010,2024-05-31,762954,984215,504120,656712,0.51,0.77,-152592,4
PJT010,2024-06-30,645015,677505,712696,518767,1.05,1.37,193930,4
PJT010,2024-07-31,1497368,2089502,1859345,1153561,0.89,1.61,705784,3
PJT010,2024-08-31,1098974,826886,1422058,1074907,1.72,1.32,347151,2
PJT010,2024-09-30,1309936,1888971,1200905,1162012,0.64,1.03,38893,1
PJT010,2024-10-31,633687,858817,381588,600621,0.44,0.64,-219033,3
PJT010,2024-11-30,1673042,2189585,884919,1323273,0.4,0.67,-438354,4
PJT010,2024-12-31,894669,859004,510063,877748,0.59,0.58,-367685,1
PJT010,2025-01-31,1330703,1204984,1087963,1110021,0.9,0.98,-22057,1
PJT010,2025-02-28,1400892,1562946,1730820,1189482,1.11,1.46,541339,4
PJT010,2025-03-31,1988237,2885777,1325773,1946839,0.46,0.68,-621066,4
PJT010,2025-04-30,674550,956140,542674,649856,0.57,0.84,-107182,1
PJT010,2025-05-31,1802085,2533597,2040004,1426177,0.81,1.43,613827,1
PJT010,2025-06-30,621379,623231,396949,564514,0.64,0.7,-167565,2
PJT011,2022-01-31,1019150,1605782,1032172,964874,0.64,1.07,67298,2
PJT011,2022-02-28,698787,1021637,865242,591257,0.85,1.46,273985,3
PJT011,2022-03-31,1409379,1923535,901821,1199057,0.47,0.75,-297237,1
PJT011,2022-04-30,1097995,819515,871838,791052,1.06,1.1,80786,2
PJT011,2022-05-31,538718,396047,684437,465915,1.73,1.47,218522,1
PJT011,2022-06-30,1948733,2012063,1460484,1660014,0.73,0.88,-199530,4
PJT011,2022-07-31,1159268,818054,1173945,886621,1.44,1.32,287324,2
PJT011,2022-08-31,1429382,1787015,888532,1026875,0.5,0.87,-138343,4
PJT011,2022-09-30,1671142,1771077,913331,1668569,0.52,0.55,-755237,4
PJT011,2022-10-31,586671,759759,755012,452766,0.99,1.67,302246,4
PJT011,2022-11-30,713374,514617,529766,520987,1.03,1.02,8779,3
PJT011,2022-12-31,1538242,1018765,1396013,1536718,1.37,0.91,-140705,4
PJT011,2023-01-31,1720955,2091338,1282117,1526778,0.61,0.84,-244661,3
PJT011,2023-02-28,1290562,1324224,780233,1246659,0.59,0.63,-466426,1
PJT011,2023-03-31,1174677,933425,932937,968214,1.0,0.96,-35277,1
PJT011,2023-04-30,1741307,2322232,1942330,1224677,0.84,1.59,717653,2
PJT011,2023-05-31,1124231,1215681,579377,874589,0.48,0.66,-295212,2
PJT011,2023-06-30,1640435,1209180,1522730,1254212,1.26,1.21,268519,3
PJT011,2023-07-31,518181,435895,663634,487329,1.52,1.36,176305,1
PJT011,2023-08-31,1939365,2109746,1139937,1676364,0.54,0.68,-536426,2
PJT011,2023-09-30,1181566,1706603,683496,1000163,0.4,0.68,-316667,2
PJT011,2023-10-31,725073,670458,790247,611095,1.18,1.29,179151,2
PJT011,2023-11-30,1063832,1057956,922936,995221,0.87,0.93,-72285,1
PJT011,2023-12-31,1838127,2858903,2076206,1460616,0.73,1.42,615590,2
PJT011,2024-01-31,1532202,1589818,1078267,1459057,0.68,0.74,-380790,1
PJT011,2024-02-29,557640,837442,484690,496946,0.58,0.98,-12256,4
PJT011,2024-03-31,1489031,2226276,1502932,1316571,0.68,1.14,186361,4
PJT011,2024-04-30,599978,671020,372068,552718,0.55,0.67,-180650,4
PJT011,2024-05-31,1268333,1623755,676451,920096,0.42,0.74,-243646,3
PJT011,2024-06-30,1574485,1058187,876997,1107859,0.83,0.79,-230862,1
PJT011,2024-07-31,1934752,2587747,1514139,1526443,0.59,0.99,-12304,2
PJT011,2024-08-31,1024555,1408408,1054366,774111,0.75,1.36,280254,3
PJT011,2024-09-30,761164,531594,782661,707359,1.47,1.11,75302,3
PJT011,2024-10-31,897570,557341,507789,888915,0.91,0.57,-381127,4
PJT011,2024-11-30,943167,1291406,942913,768287,0.73,1.23,174626,1
PJT011,2024-12-31,808531,583263,802071,753866,1.38,1.06,48205,2
PJT011,2025-01-31,1465856,1656861,782124,1451999,0.47,0.54,-669875,3
PJT011,2025-02-28,1698071,1516075,2180283,1495261,1.44,1.46,685022,2
PJT011,2025-03-31,1373634,1851759,1578877,1232072,0.85,1.28,346804,4
PJT011,2025-04-30,692144,649416,859966,531140,1.32,1.62,328825,1
PJT011,2025-05-31,1058251,1092196,901126,935368,0.83,0.96,-34243,2
PJT011,2025-06-30,1914614,1609602,1143409,1453654,0.71,0.79,-310244,2
PJT012,2022-01-31,1830387,2280316,1333850,1729321,0.58,0.77,-395471,3
PJT012,2022-02-28,1792055,2592233,2213441,1390047,0.85,1.59,823394,2
PJT012,2022-03-31,1632563,1731397,1915974,1499586,1.11,1.28,416388,1
PJT012,2022-04-30,1664671,2091096,1068624,1437457,0.51,0.74,-368833,1
PJT012,2022-05-31,1977005,3039423,1056786,1481655,0.35,0.71,-424869,2
PJT012,2022-06-30,697593,924995,805182,532998,0.87,1.51,272183,3
PJT012,2022-07-31,1258779,1813527,1367338,1085912,0.75,1.26,281425,3
PJT012,2022-08-31,1385522,1535657,1022569,1204720,0.67,0.85,-182152,4
PJT012,2022-09-30,1533328,2259087,1547179,1423444,0.68,1.09,123734,1
PJT012,2022-10-31,740107,785667,375579,572846,0.48,0.66,-197267,4
PJT012,2022-11-30,1589693,2530488,920976,1304261,0.36,0.71,-383284,3
PJT012,2022-12-31,1700106,1366946,1605016,1563964,1.17,1.03,41052,4
PJT012,2023-01-31,1423978,1122130,1116837,1331615,1.0,0.84,-214778,3
PJT012,2023-02-28,1331340,805766,1476180,946041,1.83,1.56,530138,4
PJT012,2023-03-31,1618601,1298896,2049891,1311685,1.58,1.56,738206,4
PJT012,2023-04-30,990397,741697,737334,953748,0.99,0.77,-216414,1
PJT012,2023-05-31,1994502,1931295,1713054,1828203,0.89,0.94,-115148,1
PJT012,2023-06-30,1829294,2182428,1487619,1506948,0.68,0.99,-19328,4
PJT012,2023-07-31,1543427,931023,1536746,1245002,1.65,1.23,291744,3
PJT012,2023-08-31,1691296,1172052,1641507,1427947,1.4,1.15,213560,3
PJT012,2023-09-30,1463488,973005,1410784,1270960,1.45,1.11,139824,1
PJT012,2023-10-31,1340990,1613865,1396205,1262538,0.87,1.11,133667,1
PJT012,2023-11-30,904731,1289286,812995,654227,0.63,1.24,158769,2
PJT012,2023-12-31,587826,549170,663020,536277,1.21,1.24,126743,1
PJT012,2024-01-31,1682922,1880277,1434118,1252491,0.76,1.15,181627,3
PJT012,2024-02-29,992289,1026046,566478,760276,0.55,0.75,-193797,1
PJT012,2024-03-31,1397338,1866373,1814692,1369299,0.97,1.33,445393,2
PJT012,2024-04-30,1463848,1494952,1476937,1369716,0.99,1.08,107222,4
PJT012,2024-05-31,677504,684215,793928,552268,1.16,1.44,241660,4
PJT012,2024-06-30,1357808,1612763,879291,1098020,0.55,0.8,-218729,3
PJT012,2024-07-31,1001767,627303,520271,951187,0.83,0.55,-430916,2
PJT012,2024-08-31,909606,1017011,672181,893419,0.66,0.75,-221237,4
PJT012,2024-09-30,888945,915308,1065120,846791,1.16,1.26,218329,4
PJT012,2024-10-31,779152,1092873,675174,658298,0.62,1.03,16876,1
PJT012,2024-11-30,700220,476571,757884,594444,1.59,1.27,163441,4
PJT012,2024-12-31,1155276,1535949,1285141,863768,0.84,1.49,421373,3
PJT012,2025-01-31,1415338,1040774,1558428,1269680,1.5,1.23,288748,4
PJT012,2025-02-28,1934922,1294382,1055778,1518248,0.82,0.7,-462470,3
PJT012,2025-03-31,892559,755978,1093387,691611,1.45,1.58,401776,3
PJT012,2025-04-30,907925,1234231,780626,847106,0.63,0.92,-66479,1
PJT012,2025-05-31,598049,650421,315107,429875,0.48,0.73,-114769,2
PJT012,2025-06-30,1859656,1374742,1721924,1531108,1.25,1.12,190815,3
PJT013,2022-01-31,1021015,1531352,528333,918032,0.35,0.58,-389699,4
PJT013,2022-02-28,1945092,2256633,2430310,1392058,1.08,1.75,1038252,4
PJT013,2022-03-31,1128190,970421,1223699,1121860,1.26,1.09,101839,3
PJT013,2022-04-30,884795,1109688,582618,769417,0.53,0.76,-186799,4
PJT013,2022-05-31,1195899,1879959,1180139,962521,0.63,1.23,217618,1
PJT013,2022-06-30,671144,504195,456548,520331,0.91,0.88,-63783,4
PJT013,2022-07-31,1775924,2062244,1631564,1304293,0.79,1.25,327271,1
PJT013,2022-08-31,1790210,2368115,992017,1633299,0.42,0.61,-641281,3
PJT013,2022-09-30,1315307,896678,1139899,1111973,1.27,1.03,27926,3
PJT013,2022-10-31,748662,1157205,883406,674325,0.76,1.31,209081,3
PJT013,2022-11-30,1193443,1207485,1218242,1030693,1.01,1.18,187549,1
PJT013,2022-12-31,593410,660170,679527,497142,1.03,1.37,182385,4
PJT013,2023-01-31,577935,801179,382068,449394,0.48,0.85,-67327,1
PJT013,2023-02-28,747060,694926,825801,639345,1.19,1.29,186455,4
PJT013,2023-03-31,807322,1193085,971746,775976,0.81,1.25,195769,4
PJT013,2023-04-30,858194,902168,1105347,799497,1.23,1.38,305850,1
PJT013,2023-05-31,540751,359710,471073,526024,1.31,0.9,-54952,2
PJT013,2023-06-30,1308053,1435997,764398,1173368,0.53,0.65,-408969,3
PJT013,2023-07-31,1733155,1699220,1941982,1714685,1.14,1.13,227297,4
PJT013,2023-08-31,805650,905010,587891,755584,0.65,0.78,-167693,4
PJT013,2023-09-30,1366390,1686921,1555405,1118788,0.92,1.39,436617,1
PJT013,2023-10-31,1872635,2121750,1172951,1701794,0.55,0.69,-528843,2
PJT013,2023-11-30,1689892,1549228,2003778,1642310,1.29,1.22,361469,3
PJT013,2023-12-31,915357,1449487,560719,696225,0.39,0.81,-135505,2
PJT013,2024-01-31,776337,1159840,794530,578861,0.69,1.37,215669,3
PJT013,2024-02-29,1160485,1410335,657730,1119549,0.47,0.59,-461819,4
PJT013,2024-03-31,1705405,1884825,2172177,1407519,1.15,1.54,764658,4
PJT013,2024-04-30,1976165,2505620,1991455,1481702,0.79,1.34,509753,1
PJT013,2024-05-31,1822892,1873002,1148033,1282919,0.61,0.89,-134886,1
PJT013,2024-06-30,1339634,1510302,1440753,1295529,0.95,1.11,145224,2
PJT013,2024-07-31,619110,824343,402378,592769,0.49,0.68,-190391,2
PJT013,2024-08-31,1728595,1971971,1846476,1373032,0.94,1.34,473444,3
PJT013,2024-09-30,1206752,1715563,1046751,974258,0.61,1.07,72493,1
PJT013,2024-10-31,1241319,1772912,953539,933631,0.54,1.02,19908,4
PJT013,2024-11-30,1568021,2235964,910252,1210453,0.41,0.75,-300201,1
PJT013,2024-12-31,712958,675842,613344,659235,0.91,0.93,-45891,2
PJT013,2025-01-31,1476721,1802971,1154648,1406480,0.64,0.82,-251832,1
PJT013,2025-02-28,1206931,1905870,1215758,890569,0.64,1.37,325189,4
PJT013,2025-03-31,1514266,1400854,1588559,1091623,1.13,1.46,496936,1
PJT013,2025-04-30,762322,1109741,519708,725054,0.47,0.72,-205346,2
PJT013,2025-05-31,918914,1142102,969749,784566,0.85,1.24,185183,4
PJT013,2025-06-30,957966,778486,504418,757927,0.65,0.67,-253509,3
PJT014,2022-01-31,1479744,2276298,1771200,1375895,0.78,1.29,395305,3
PJT014,2022-02-28,1682671,2128553,1191717,1635823,0.56,0.73,-444106,4
PJT014,2022-03-31,1506098,1747738,886778,1256262,0.51,0.71,-369484,4
PJT014,2022-04-30,1190537,1743618,1115913,969241,0.64,1.15,146672,4
PJT014,2022-05-31,1965200,1396708,1646914,1400416,1.18,1.18,246498,2
PJT014,2022-06-30,1609856,2443885,1165584,1541441,0.48,0.76,-375857,4
PJT014,2022-07-31,938327,1417597,1035134,883409,0.73,1.17,151725,2
PJT014,2022-08-31,527010,823616,569875,417089,0.69,1.37,152786,4
PJT014,2022-09-30,1744092,1537454,2089776,1279770,1.36,1.63,810007,2
PJT014,2022-10-31,1555529,1774390,897894,1201752,0.51,0.75,-303858,2
PJT014,2022-11-30,518606,554270,384293,456118,0.69,0.84,-71824,1
PJT014,2022-12-31,945857,851195,1035292,675761,1.22,1.53,359531,3
PJT014,2023-01-31,1854342,2692995,1917842,1628051,0.71,1.18,289792,4
PJT014,2023-02-28,1838454,1443793,1035372,1419016,0.72,0.73,-383644,3
PJT014,2023-03-31,1691867,1073778,1634759,1689552,1.52,0.97,-54792,3
PJT014,2023-04-30,1783544,2000148,982577,1693318,0.49,0.58,-710741,1
PJT014,2023-05-31,1398468,999811,804239,1360553,0.8,0.59,-556314,3
PJT014,2023-06-30,1503800,2149362,1809347,1310610,0.84,1.38,498738,3
PJT014,2023-07-31,1276170,1315000,961667,1059704,0.73,0.91,-98037,4
PJT014,2023-08-31,1660819,1996178,2016266,1383486,1.01,1.46,632780,2
PJT014,2023-09-30,1410634,1736925,1373052,1284792,0.79,1.07,88260,4
PJT014,2023-10-31,856150,952350,499461,698065,0.52,0.72,-198604,4
PJT014,2023-11-30,1231501,1542115,1552214,1083961,1.01,1.43,468253,3
PJT014,2023-12-31,1615391,1787052,1627156,1165149,0.91,1.4,462008,3
PJT014,2024-01-31,881587,847958,774029,629184,0.91,1.23,144845,4
PJT014,2024-02-29,710036,622570,906877,567606,1.46,1.6,339271,4
PJT014,2024-03-31,1223062,973677,1209148,959131,1.24,1.26,250017,3
PJT014,2024-04-30,810489,904970,408814,569206,0.45,0.72,-160391,2
PJT014,2024-05-31,828603,527589,485910,664257,0.92,0.73,-178347,2
PJT014,2024-06-30,1703879,1997029,1550758,1342736,0.78,1.15,208022,4
PJT014,2024-07-31,1897631,1891966,1081031,1679631,0.57,0.64,-598599,2
PJT014,2024-08-31,670758,634016,607659,645448,0.96,0.94,-37789,4
PJT014,2024-09-30,1240320,1615217,1605288,917150,0.99,1.75,688138,1
PJT014,2024-10-31,912097,907150,763847,750935,0.84,1.02,12912,3
PJT014,2024-11-30,1861417,2445962,1835960,1475753,0.75,1.24,360207,4
PJT014,2024-12-31,1735686,2699096,2008116,1215795,0.74,1.65,792322,4
PJT014,2025-01-31,1454602,947143,1027074,1044197,1.08,0.98,-17123,4
PJT014,2025-02-28,1405693,1808551,831594,1145853,0.46,0.73,-314259,2
PJT014,2025-03-31,1184355,1147703,706847,977903,0.62,0.72,-271057,4
PJT014,2025-04-30,1626767,1091573,917731,1311876,0.84,0.7,-394145,1
PJT014,2025-05-31,1912589,2426258,1994707,1546473,0.82,1.29,448234,2
PJT014,2025-06-30,1390491,848382,1402834,1354319,1.65,1.04,48515,3
PJT015,2022-01-31,1418860,2090972,1531203,1044519,0.73,1.47,486685,1
PJT015,2022-02-28,1853680,1235374,1718684,1376619,1.39,1.25,342065,4
PJT015,2022-03-31,517560,528964,380941,437752,0.72,0.87,-56811,1
PJT015,2022-04-30,1365800,879219,817298,1184958,0.93,0.69,-367660,4
PJT015,2022-05-31,1014751,1348780,1036906,967749,0.77,1.07,69157,1
PJT015,2022-06-30,1538739,1584795,1597786,1204239,1.01,1.33,393546,2
PJT015,2022-07-31,959470,1332690,822396,901436,0.62,0.91,-79040,4
PJT015,2022-08-31,1733634,2526879,2138104,1437695,0.85,1.49,700410,2
PJT015,2022-09-30,978300,1156545,779645,861219,0.67,0.91,-81575,1
PJT015,2022-10-31,1558379,2007823,1246146,1168875,0.62,1.07,77271,4
PJT015,2022-11-30,1145794,850860,1388791,920947,1.63,1.51,467844,3
PJT015,2022-12-31,731690,457634,743878,651987,1.63,1.14,91891,3
PJT015,2023-01-31,1010906,679038,836730,802018,1.23,1.04,34712,4
PJT015,2023-02-28,1515681,1827577,1199927,1160053,0.66,1.03,39873,1
PJT015,2023-03-31,1982054,2089088,2082384,1471013,1.0,1.42,611371,3
PJT015,2023-04-30,1228385,770856,1110907,1215124,1.44,0.91,-104218,4
PJT015,2023-05-31,1076310,687758,564809,878695,0.82,0.64,-313886,3
PJT015,2023-06-30,740037,461304,817720,619823,1.77,1.32,197896,4
PJT015,2023-07-31,933867,1400878,553700,921517,0.4,0.6,-367817,1
PJT015,2023-08-31,970950,1445166,953817,920473,0.66,1.04,33344,1
PJT015,2023-09-30,1976020,1755507,2507388,1614101,1.43,1.55,893287,2
PJT015,2023-10-31,1078268,1013989,1006160,804650,0.99,1.25,201509,3
PJT015,2023-11-30,1330567,1519115,1476293,1264165,0.97,1.17,212128,2
PJT015,2023-12-31,1160662,1047304,821131,880231,0.78,0.93,-59100,1
PJT015,2024-01-31,586471,552719,420030,580563,0.76,0.72,-160533,4
PJT015,2024-02-29,1336563,1266096,1288947,991408,1.02,1.3,297539,1
PJT015,2024-03-31,1166066,1429870,1039102,956796,0.73,1.09,82306,1
PJT015,2024-04-30,1990773,2946970,1988234,1733591,0.67,1.15,254643,4
PJT015,2024-05-31,1430991,1146670,1167846,1018633,1.02,1.15,149213,2
PJT015,2024-06-30,1213319,1386854,827726,1200226,0.6,0.69,-372500,3
PJT015,2024-07-31,1864182,2464716,1727555,1791462,0.7,0.96,-63907,1
PJT015,2024-08-31,695979,967765,417487,653011,0.43,0.64,-235524,1
PJT015,2024-09-30,913651,1349546,1146846,680340,0.85,1.69,466506,3
PJT015,2024-10-31,1194013,1887720,1058763,1145136,0.56,0.92,-86373,1
PJT015,2024-11-30,1383097,1348976,1007762,1052491,0.75,0.96,-44729,3
PJT015,2024-12-31,1642697,1620587,1493245,1392511,0.92,1.07,100735,3
PJT015,2025-01-31,1365919,2001859,1754647,1123161,0.88,1.56,631486,3
PJT015,2025-02-28,1741278,2376023,1669578,1718318,0.7,0.97,-48740,4
PJT015,2025-03-31,800712,567916,947378,665988,1.67,1.42,281390,2
PJT015,2025-04-30,1770453,2643446,973689,1708557,0.37,0.57,-734868,2
PJT015,2025-05-31,1172479,1301958,1173972,1146584,0.9,1.02,27388,4
PJT015,2025-06-30,528674,569299,555202,484695,0.98,1.15,70507,2
PJT016,2022-01-31,1538799,1130148,1137967,1242756,1.01,0.92,-104789,2
PJT016,2022-02-28,1706656,1499741,1141009,1684869,0.76,0.68,-543861,2
PJT016,2022-03-31,513295,820153,534575,486881,0.65,1.1,47693,1
PJT016,2022-04-30,941929,578641,1026981,895062,1.77,1.15,131919,4
PJT016,2022-05-31,1610714,1196520,1776203,1499054,1.48,1.18,277148,2
PJT016,2022-06-30,1487811,2032522,1750762,1315346,0.86,1.33,435417,4
PJT016,2022-07-31,632907,688367,355769,520416,0.52,0.68,-164647,2
PJT016,2022-08-31,1110660,739710,865267,814446,1.17,1.06,50820,2
PJT016,2022-09-30,1712353,2650188,955241,1689295,0.36,0.57,-734054,4
PJT016,2022-10-31,1283865,1154921,720877,1091526,0.62,0.66,-370649,3
PJT016,2022-11-30,1691773,2211294,913863,1221241,0.41,0.75,-307378,4
PJT016,2022-12-31,1104310,988678,757454,866112,0.77,0.87,-108657,3
PJT016,2023-01-31,1705224,2607677,1405245,1657194,0.54,0.85,-251949,1
PJT016,2023-02-28,982244,1057323,668734,876302,0.63,0.76,-207567,4
PJT016,2023-03-31,1968472,2369042,1547713,1760493,0.65,0.88,-212780,3
PJT016,2023-04-30,684381,1018810,617631,571325,0.61,1.08,46307,2
PJT016,2023-05-31,1378797,1688729,768570,1247515,0.46,0.62,-478945,1
PJT016,2023-06-30,862898,1133806,999259,812148,0.88,1.23,187111,4
PJT016,2023-07-31,1328751,1488427,816253,1239199,0.55,0.66,-422946,3
PJT016,2023-08-31,907114,994828,659852,671399,0.66,0.98,-11547,3
PJT016,2023-09-30,1444337,945076,1587205,1148646,1.68,1.38,438559,4
PJT016,2023-10-31,500202,555789,268849,391584,0.48,0.69,-122734,3
PJT016,2023-11-30,1560465,1034104,1828039,1094114,1.77,1.67,733925,4
PJT016,2023-12-31,870236,1166903,655302,635766,0.56,1.03,19535,3
PJT016,2024-01-31,1040351,905514,1221548,826043,1.35,1.48,395505,2
PJT016,2024-02-29,1683399,2511416,1425930,1637918,0.57,0.87,-211989,4
PJT016,2024-03-31,1065977,1667272,609133,965888,0.37,0.63,-356755,4
PJT016,2024-04-30,1240721,1225397,1248376,1130492,1.02,1.1,117884,1
PJT016,2024-05-31,506545,388496,542224,455848,1.4,1.19,86377,2
PJT016,2024-06-30,1949071,2652760,2457035,1775140,0.93,1.38,681894,4
PJT016,2024-07-31,947078,668036,1065898,845973,1.6,1.26,219925,3
PJT016,2024-08-31,572279,549417,724185,486506,1.32,1.49,237679,3
PJT016,2024-09-30,1149094,1215396,766568,931469,0.63,0.82,-164902,3
PJT016,2024-10-31,1054720,688052,1175015,870093,1.71,1.35,304922,1
PJT016,2024-11-30,1733270,2513844,1160589,1555100,0.46,0.75,-394511,4
PJT016,2024-12-31,1208423,1788655,812776,1091621,0.45,0.74,-278845,3
PJT016,2025-01-31,1411628,1263833,860078,1264102,0.68,0.68,-404024,1
PJT016,2025-02-28,1607896,1472234,1633407,1316126,1.11,1.24,317281,1
PJT016,2025-03-31,1569810,1254616,1902880,1234221,1.52,1.54,668659,4
PJT016,2025-04-30,1051679,692101,619660,898932,0.9,0.69,-279272,3
PJT016,2025-05-31,901389,1293926,461290,733486,0.36,0.63,-272196,2
PJT016,2025-06-30,1006018,623055,603103,829052,0.97,0.73,-225950,3
PJT017,2022-01-31,1239297,1244613,1146040,1088771,0.92,1.05,57269,2
PJT017,2022-02-28,514886,547887,654316,440593,1.19,1.49,213724,2
PJT017,2022-03-31,1516313,1382671,1697047,1413017,1.23,1.2,284031,3
PJT017,2022-04-30,1281944,2020362,769731,903879,0.38,0.85,-134148,2
PJT017,2022-05-31,1655237,2329176,986796,1290547,0.42,0.76,-303751,1
PJT017,2022-06-30,526329,470174,588706,450215,1.25,1.31,138490,1
PJT017,2022-07-31,1022143,993257,512179,807432,0.52,0.63,-295254,3
PJT017,2022-08-31,1469688,2313575,1730776,1039185,0.75,1.67,691591,4
PJT017,2022-09-30,1847841,2555931,2077529,1547380,0.81,1.34,530150,1
PJT017,2022-10-31,1097008,990506,606158,843018,0.61,0.72,-236860,3
PJT017,2022-11-30,869905,943045,955117,732585,1.01,1.3,222533,2
PJT017,2022-12-31,586767,914059,735911,548954,0.81,1.34,186957,1
PJT017,2023-01-31,1986992,2274077,2523906,1435962,1.11,1.76,1087944,3
PJT017,2023-02-28,1048521,865430,688529,778255,0.8,0.88,-89727,3
PJT017,2023-03-31,1433620,1980291,1380059,1066741,0.7,1.29,313318,4
PJT017,2023-04-30,1716686,2121746,1391430,1548861,0.66,0.9,-157431,2
PJT017,2023-05-31,889857,841086,1098074,700453,1.31,1.57,397622,2
PJT017,2023-06-30,1204982,1795594,1284725,865974,0.72,1.48,418751,2
PJT017,2023-07-31,720955,438226,724370,601494,1.65,1.2,122876,3
PJT017,2023-08-31,701412,1092754,647914,541889,0.59,1.2,106025,3
PJT017,2023-09-30,1250905,1600684,701747,978722,0.44,0.72,-276975,2
PJT017,2023-10-31,1710448,1812502,1603138,1419407,0.88,1.13,183731,3
PJT017,2023-11-30,565850,433299,484613,431605,1.12,1.12,53008,4
PJT017,2023-12-31,574969,830053,738808,539288,0.89,1.37,199521,3
PJT017,2024-01-31,1780677,1499290,2258792,1351673,1.51,1.67,907120,3
PJT017,2024-02-29,1927145,3073448,2060847,1916243,0.67,1.08,144604,1
