ProjectID,Date,BudgetAmount,ActualCost,EarnedValue,PlannedValue,CPI,SPI,ScheduleVariance,StatusID,StatusName
PJT008,2023-09-30,827181,623316,636683,812362,1.02,0.78,-175679,2,At Risk
PJT008,2023-10-31,818736,1224143,632284,616352,0.52,1.03,15932,1,On Track
PJT008,2023-11-30,1658616,2207782,1934227,1411666,0.88,1.37,522561,1,On Track
PJT008,2023-12-31,1087253,1140770,1400599,886727,1.23,1.58,513873,1,On Track
PJT008,2024-01-31,1858293,2388957,1444973,1783295,0.6,0.81,-338322,2,At Risk
PJT008,2024-02-29,1062182,1200910,602029,917536,0.5,0.66,-315506,2,At Risk
PJT008,2024-03-31,1635037,2225529,1281513,1534303,0.58,0.84,-252791,1,On Track
PJT008,2024-04-30,543908,407102,305725,481972,0.75,0.63,-176248,3,Delayed
PJT008,2024-05-31,673935,495887,347133,556312,0.7,0.62,-209178,2,At Risk
PJT008,2024-06-30,1434422,1147411,1081229,1355318,0.94,0.8,-274089,2,At Risk
PJT008,2024-07-31,1568869,2467964,1466133,1123042,0.59,1.31,343091,4,Completed
PJT008,2024-08-31,983510,899596,745718,712032,0.83,1.05,33686,1,On Track
PJT008,2024-09-30,1868670,2211199,2105736,1387134,0.95,1.52,718602,1,On Track
PJT008,2024-10-31,964713,690450,1115552,794995,1.62,1.4,320556,1,On Track
PJT008,2024-11-30,1935605,1715624,1272459,1843851,0.74,0.69,-571393,1,On Track
PJT008,2024-12-31,1162418,720898,1241052,1108976,1.72,1.12,132076,1,On Track
PJT008,2025-01-31,1092375,1351062,885609,973576,0.66,0.91,-87967,1,On Track
PJT008,2025-02-28,513824,350615,263319,475467,0.75,0.55,-212148,1,On Track
PJT008,2025-03-31,1753022,1569217,956130,1636740,0.61,0.58,-680610,2,At Risk
PJT008,2025-04-30,1329143,1210303,869205,1156713,0.72,0.75,-287508,1,On Track
PJT008,2025-05-31,1739583,1460589,1588273,1516896,1.09,1.05,71377,4,Completed
PJT008,2025-06-30,1879015,1129127,2418770,1711437,2.14,1.41,707333,1,On Track
PJT009,2022-01-31,1211441,801421,995224,1054130,1.24,0.94,-58906,3,Delayed
PJT009,2022-02-28,1955533,1177088,1760947,1775656,1.5,0.99,-14709,2,At Risk
PJT009,2022-03-31,1123377,1334993,709427,876078,0.53,0.81,-166651,2,At Risk
PJT009,2022-04-30,1009007,1547588,751126,975022,0.49,0.77,-223896,3,Delayed
PJT009,2022-05-31,625159,767568,531640,454653,0.69,1.17,76987,3,Delayed
PJT009,2022-06-30,556295,477820,661643,409754,1.38,1.61,251889,1,On Track
PJT009,2022-07-31,1561864,1610921,849802,1439036,0.53,0.59,-589234,3,Delayed
PJT009,2022-08-31,1372981,1427557,1519275,1372322,1.06,1.11,146953,2,At Risk
PJT009,2022-09-30,1446749,1902308,1433321,1119936,0.75,1.28,313385,3,Delayed
PJT009,2022-10-31,1325570,1814351,772738,1179944,0.43,0.65,-407206,3,Delayed
PJT009,2022-11-30,590765,670162,612655,538427,0.91,1.14,74227,1,On Track
PJT009,2022-12-31,1087173,1694817,1247092,1055399,0.74,1.18,191693,1,On Track
PJT009,2023-01-31,1326578,1872450,1109688,1133511,0.59,0.98,-23823,2,At Risk
PJT009,2023-02-28,1385518,2151991,1539563,1349882,0.72,1.14,189682,1,On Track
PJT009,2023-03-31,640875,385243,752658,552085,1.95,1.36,200573,1,On Track
PJT009,2023-04-30,670661,999972,407937,615829,0.41,0.66,-207892,1,On Track
PJT009,2023-05-31,1937812,1814822,1545692,1855739,0.85,0.83,-310047,1,On Track
PJT009,2023-06-30,976430,1317019,714266,944326,0.54,0.76,-230060,2,At Risk
PJT009,2023-07-31,979015,1148523,1047271,895156,0.91,1.17,152114,1,On Track
PJT009,2023-08-31,1396221,1479825,1637696,1190213,1.11,1.38,447483,4,Completed
PJT009,2023-09-30,1557913,2397409,1195221,1524582,0.5,0.78,-329361,4,Completed
PJT009,2023-10-31,1497098,1433914,1791225,1450528,1.25,1.23,340697,1,On Track
PJT009,2023-11-30,1925634,2816093,2374348,1607804,0.84,1.48,766544,1,On Track
PJT009,2023-12-31,1910754,2302823,1750063,1865641,0.76,0.94,-115578,2,At Risk
PJT009,2024-01-31,880889,636986,598887,691166,0.94,0.87,-92280,2,At Risk
PJT009,2024-02-29,1827375,1205636,1054455,1649873,0.87,0.64,-595417,3,Delayed
PJT009,2024-03-31,1860264,1952666,1266234,1375886,0.65,0.92,-109653,2,At Risk
PJT009,2024-04-30,1886112,1354894,2417665,1333067,1.78,1.81,1084598,3,Delayed
PJT009,2024-05-31,1424456,2033262,1340150,1396668,0.66,0.96,-56518,1,On Track
PJT009,2024-06-30,1317335,844116,1226035,1000005,1.45,1.23,226030,3,Delayed
PJT009,2024-07-31,1431131,2120057,1483328,1242003,0.7,1.19,241325,2,At Risk
PJT009,2024-08-31,1786998,2174229,1999760,1294205,0.92,1.55,705555,2,At Risk
PJT009,2024-09-30,781220,584027,585718,593121,1.0,0.99,-7403,1,On Track
PJT009,2024-10-31,1197476,816720,700209,942536,0.86,0.74,-242327,1,On Track
PJT009,2024-11-30,671994,547578,828825,603249,1.51,1.37,225576,1,On Track
PJT009,2024-12-31,859384,1074809,964833,725110,0.9,1.33,239723,2,At Risk
PJT009,2025-01-31,719746,1036753,433828,617025,0.42,0.7,-183197,1,On Track
PJT009,2025-02-28,1650011,1932995,1866098,1563240,0.97,1.19,302858,1,On Track
PJT009,2025-03-31,1624906,1342045,1696274,1307952,1.26,1.3,388322,1,On Track
PJT009,2025-04-30,1287724,1913600,1265181,1184415,0.66,1.07,80766,1,On Track
PJT009,2025-05-31,957057,1228042,1228352,747750,1.0,1.64,480602,1,On Track
PJT009,2025-06-30,762285,493848,848399,535952,1.72,1.58,312448,2,At Risk
PJT010,2022-01-31,1757208,2117120,1727860,1251157,0.82,1.38,476703,1,On Track
PJT010,2022-02-28,1803957,2547107,1428807,1404131,0.56,1.02,24676,2,At Risk
PJT010,2022-03-31,862115,648702,1049538,754551,1.62,1.39,294987,1,On Track
PJT010,2022-04-30,1431674,1067700,1346962,1025159,1.26,1.31,321804,2,At Risk
PJT010,2022-05-31,502423,429950,279834,492669,0.65,0.57,-212834,1,On Track
PJT010,2022-06-30,1744212,1846419,1079355,1385215,0.58,0.78,-305860,1,On Track
PJT010,2022-07-31,774258,851689,887820,543328,1.04,1.63,344492,1,On Track
PJT010,2022-08-31,1995681,1832925,1867504,1897745,1.02,0.98,-30241,2,At Risk
PJT010,2022-09-30,1423193,1864654,1700468,1348715,0.91,1.26,351753,4,Completed
PJT010,2022-10-31,1080087,1012460,829511,810567,0.82,1.02,18944,2,At Risk
PJT010,2022-11-30,1695413,2006677,1195903,1576464,0.6,0.76,-380561,1,On Track
PJT010,2022-12-31,1071155,1014681,778169,851307,0.77,0.91,-73138,1,On Track
PJT010,2023-01-31,1638092,1469486,1559718,1614217,1.06,0.97,-54499,2,At Risk
PJT010,2023-02-28,681944,1034777,762069,614403,0.74,1.24,147666,1,On Track
PJT010,2023-03-31,610672,807977,393575,448387,0.49,0.88,-54812,1,On Track
PJT010,2023-04-30,1465793,1678973,1325669,1149300,0.79,1.15,176370,1,On Track
PJT010,2023-05-31,1434371,2095889,1794957,1354502,0.86,1.33,440455,2,At Risk
PJT010,2023-06-30,1015330,1315613,741108,840101,0.56,0.88,-98993,1,On Track
PJT010,2023-07-31,528540,528004,333155,501060,0.63,0.66,-167905,3,Delayed
PJT010,2023-08-31,1043165,1381422,1221729,766611,0.88,1.59,455118,1,On Track
PJT010,2023-09-30,919014,1296232,1145290,823405,0.88,1.39,321885,1,On Track
PJT010,2023-10-31,1309003,1705321,1555820,1221059,0.91,1.27,334761,1,On Track
PJT010,2023-11-30,1512863,1509954,1456732,1269499,0.96,1.15,187232,1,On Track
PJT010,2023-12-31,1135672,1589854,734437,843338,0.46,0.87,-108901,1,On Track
PJT010,2024-01-31,942791,1420802,942254,699190,0.66,1.35,243064,1,On Track
PJT010,2024-02-29,1694763,1805026,1089225,1518571,0.6,0.72,-429346,2,At Risk
PJT010,2024-03-31,1011288,1313143,1272979,801320,0.97,1.59,471659,1,On Track
PJT010,2024-04-30,1744897,2381964,2264224,1588875,0.95,1.43,675349,1,On Track
PJT010,2024-05-31,978248,1084401,1038253,815797,0.96,1.27,222456,3,Delayed
PJT010,2024-06-30,1222318,1855461,1079191,1049199,0.58,1.03,29992,1,On Track
PJT010,2024-07-31,1568860,2374029,1243603,1545319,0.52,0.8,-301716,1,On Track
PJT010,2024-08-31,1063223,1178003,691492,770367,0.59,0.9,-78875,1,On Track
PJT010,2024-09-30,1227294,922146,730618,1156972,0.79,0.63,-426355,2,At Risk
PJT010,2024-10-31,1279756,1461228,1255640,1060353,0.86,1.18,195287,1,On Track
PJT010,2024-11-30,1167933,1718354,1252418,1122145,0.73,1.12,130273,2,At Risk
PJT010,2024-12-31,1043535,1086840,1032796,895130,0.95,1.15,137666,2,At Risk
PJT010,2025-01-31,1399416,1062979,1436756,1145853,1.35,1.25,290903,1,On Track
PJT010,2025-02-28,1927055,1788485,2497923,1394964,1.4,1.79,1102959,3,Delayed
PJT010,2025-03-31,611126,452264,533641,518721,1.18,1.03,14920,1,On Track
PJT010,2025-04-30,1815204,1384519,1915531,1697653,1.38,1.13,217879,1,On Track
PJT010,2025-05-31,913179,1388725,765293,900444,0.55,0.85,-135151,2,At Risk
PJT010,2025-06-30,565915,810082,687233,538017,0.85,1.28,149216,1,On Track
PJT011,2022-01-31,1589698,2068298,1174430,1577002,0.57,0.74,-402571,1,On Track
PJT011,2022-02-28,1633437,1290411,1653249,1485090,1.28,1.11,168159,1,On Track
PJT011,2022-03-31,1999705,2915815,1554183,1607786,0.53,0.97,-53603,1,On Track
PJT011,2022-04-30,1827035,2884349,1421308,1707014,0.49,0.83,-285707,1,On Track
PJT011,2022-05-31,937662,1122051,947366,656744,0.84,1.44,290623,1,On Track
PJT011,2022-06-30,1049668,1487180,750542,833063,0.5,0.9,-82521,1,On Track
PJT011,2022-07-31,1074437,734061,1093283,848313,1.49,1.29,244970,2,At Risk
PJT011,2022-08-31,1162748,1777992,1197787,956836,0.67,1.25,240951,3,Delayed
PJT011,2022-09-30,1988132,2089114,1529531,1629762,0.73,0.94,-100232,1,On Track
PJT011,2022-10-31,1069604,949875,613957,757389,0.65,0.81,-143432,1,On Track
PJT011,2022-11-30,843524,1314297,1067678,643805,0.81,1.66,423872,1,On Track
PJT011,2022-12-31,1524843,2191368,1778569,1377994,0.81,1.29,400576,1,On Track
PJT011,2023-01-31,1856164,1304726,1268171,1760662,0.97,0.72,-492490,3,Delayed
PJT011,2023-02-28,1748581,1190710,2149489,1293792,1.81,1.66,855698,1,On Track
PJT011,2023-03-31,793350,908025,413505,655298,0.46,0.63,-241793,1,On Track
PJT011,2023-04-30,1061105,670485,1170729,868532,1.75,1.35,302197,1,On Track
PJT011,2023-05-31,976648,1232298,1181860,884193,0.96,1.34,297667,2,At Risk
PJT011,2023-06-30,1179369,801402,975962,832890,1.22,1.17,143072,1,On Track
PJT011,2023-07-31,545319,620700,478290,399846,0.77,1.2,78444,2,At Risk
PJT011,2023-08-31,1659680,1847806,1398248,1400107,0.76,1.0,-1859,1,On Track
PJT011,2023-09-30,1220729,1280191,896937,1144126,0.7,0.78,-247189,1,On Track
PJT011,2023-10-31,828456,743006,533440,716881,0.72,0.74,-183441,2,At Risk
PJT011,2023-11-30,1161558,1661924,943449,887245,0.57,1.06,56203,1,On Track
PJT011,2023-12-31,688070,874003,838842,644773,0.96,1.3,194069,4,Completed
PJT011,2024-01-31,600676,703546,718705,555662,1.02,1.29,163044,2,At Risk
PJT011,2024-02-29,505074,708786,524465,365138,0.74,1.44,159327,1,On Track
PJT011,2024-03-31,1404449,1853249,1185557,1235068,0.64,0.96,-49511,4,Completed
PJT011,2024-04-30,917536,1164520,1042997,803199,0.9,1.3,239798,1,On Track
PJT011,2024-05-31,651264,627275,729724,613278,1.16,1.19,116446,3,Delayed
PJT011,2024-06-30,1739029,1416674,2191480,1531306,1.55,1.43,660174,1,On Track
PJT011,2024-07-31,608623,774263,411789,582307,0.53,0.71,-170517,1,On Track
PJT011,2024-08-31,1368558,1563487,1052330,1054271,0.67,1.0,-1940,1,On Track
PJT011,2024-09-30,1131036,1773064,783496,917170,0.44,0.85,-133675,1,On Track
PJT011,2024-10-31,575625,701239,535590,511205,0.76,1.05,24385,1,On Track
PJT011,2024-11-30,1659933,1489212,1124472,1306942,0.76,0.86,-182470,2,At Risk
PJT011,2024-12-31,628345,715134,647053,498445,0.9,1.3,148608,4,Completed
PJT011,2025-01-31,1744520,2371891,1280062,1543464,0.54,0.83,-263402,2,At Risk
PJT011,2025-02-28,1875371,2519480,1794205,1354823,0.71,1.32,439381,1,On Track
PJT011,2025-03-31,529777,687617,640104,417498,0.93,1.53,222606,1,On Track
PJT011,2025-04-30,1775102,1942099,965923,1765652,0.5,0.55,-799730,1,On Track
PJT011,2025-05-31,661375,672990,541808,581526,0.81,0.93,-39718,1,On Track
PJT011,2025-06-30,1747936,2401348,1392860,1226414,0.58,1.14,166446,1,On Track
PJT012,2022-01-31,892528,1408584,1038474,686955,0.74,1.51,351519,1,On Track
PJT012,2022-02-28,1284125,1023143,1618486,1101729,1.58,1.47,516757,1,On Track
PJT012,2022-03-31,1493553,906508,964717,1345984,1.06,0.72,-381268,1,On Track
PJT012,2022-04-30,848469,805913,947790,833678,1.18,1.14,114112,1,On Track
PJT012,2022-05-31,1661854,1420777,2024192,1228663,1.42,1.65,795529,2,At Risk
PJT012,2022-06-30,1185129,984060,1431099,1075264,1.45,1.33,355835,1,On Track
PJT012,2022-07-31,1040393,1591893,1069387,1032940,0.67,1.04,36448,4,Completed
PJT012,2022-08-31,1681503,1816967,2145098,1649690,1.18,1.3,495408,1,On Track
PJT012,2022-09-30,1751530,1394930,2033091,1550792,1.46,1.31,482299,1,On Track
PJT012,2022-10-31,563100,634168,679439,536380,1.07,1.27,143059,3,Delayed
PJT012,2022-11-30,689040,728939,446148,658651,0.61,0.68,-212503,1,On Track
PJT012,2022-12-31,1766209,2398174,897420,1299713,0.37,0.69,-402293,1,On Track
PJT012,2023-01-31,1320944,1067482,1389578,1253694,1.3,1.11,135884,1,On Track
PJT012,2023-02-28,1445752,1577203,1509268,1197673,0.96,1.26,311596,1,On Track
PJT012,2023-03-31,779251,1113490,510501,733798,0.46,0.7,-223297,1,On Track
PJT012,2023-04-30,1604297,2113759,1096348,1405669,0.52,0.78,-309321,2,At Risk
PJT012,2023-05-31,1683024,1324458,1175730,1489633,0.89,0.79,-313902,1,On Track
PJT012,2023-06-30,1001841,1344552,1030965,957600,0.77,1.08,73365,1,On Track
PJT012,2023-07-31,1688616,2341961,1017497,1557173,0.43,0.65,-539676,1,On Track
PJT012,2023-08-31,1024871,1242248,760821,785697,0.61,0.97,-24876,2,At Risk
PJT012,2023-09-30,638310,528845,324961,517962,0.61,0.63,-193001,1,On Track
PJT012,2023-10-31,1556940,1710719,1096584,1117884,0.64,0.98,-21299,1,On Track
PJT012,2023-11-30,1901750,1771873,2258443,1505402,1.27,1.5,753041,3,Delayed
PJT012,2023-12-31,1610149,1609045,1789404,1159515,1.11,1.54,629889,2,At Risk
PJT012,2024-01-31,1821759,1185002,2081144,1632250,1.76,1.28,448895,2,At Risk
PJT012,2024-02-29,541345,422008,405004,493591,0.96,0.82,-88587,3,Delayed
PJT012,2024-03-31,1924681,2650535,1012408,1714573,0.38,0.59,-702165,1,On Track
PJT012,2024-04-30,1829367,2669619,1790308,1426591,0.67,1.25,363716,1,On Track
PJT012,2024-05-31,1703116,1208740,1182806,1398778,0.98,0.85,-215971,1,On Track
PJT012,2024-06-30,1696336,2527611,951774,1202450,0.38,0.79,-250677,1,On Track
PJT012,2024-07-31,1473053,2213628,1168425,1305959,0.53,0.89,-137534,1,On Track
PJT012,2024-08-31,1404633,1741225,1349606,1318135,0.78,1.02,31471,1,On Track
PJT012,2024-09-30,1765287,1796590,1965444,1457861,1.09,1.35,507583,2,At Risk
PJT012,2024-10-31,722972,437266,482901,592326,1.1,0.82,-109426,3,Delayed
PJT012,2024-11-30,1831989,1201597,1866161,1589211,1.55,1.17,276950,2,At Risk
PJT012,2024-12-31,1747048,2678852,1313814,1384650,0.49,0.95,-70836,1,On Track
PJT012,2025-01-31,1894876,2571650,1223784,1435279,0.48,0.85,-211495,2,At Risk
PJT012,2025-02-28,506428,343269,548555,415723,1.6,1.32,132832,3,Delayed
PJT012,2025-03-31,1540558,2296799,1740154,1309780,0.76,1.33,430374,1,On Track
PJT012,2025-04-30,1572046,1167338,991290,1353078,0.85,0.73,-361788,3,Delayed
PJT012,2025-05-31,1739139,2453794,1624018,1392059,0.66,1.17,231959,2,At Risk
PJT012,2025-06-30,1594604,1245970,2059448,1206886,1.65,1.71,852562,1,On Track
PJT013,2022-01-31,1417917,1504332,923907,1267811,0.61,0.73,-343904,1,On Track
PJT013,2022-02-28,1304207,1056362,1339382,1165885,1.27,1.15,173498,1,On Track
PJT013,2022-03-31,1959950,2339185,1278028,1558981,0.55,0.82,-280953,1,On Track
PJT013,2022-04-30,863384,740367,612081,605138,0.83,1.01,6942,1,On Track
PJT013,2022-05-31,1613976,2406701,1202551,1345472,0.5,0.89,-142921,1,On Track
PJT013,2022-06-30,1221102,1198171,1051947,1004510,0.88,1.05,47437,2,At Risk
PJT013,2022-07-31,1868357,1357767,2373709,1708462,1.75,1.39,665247,1,On Track
PJT013,2022-08-31,1001556,630228,1153722,973189,1.83,1.19,180533,1,On Track
PJT013,2022-09-30,1330233,1473448,1495964,1060352,1.02,1.41,435611,1,On Track
PJT013,2022-10-31,720210,984486,810439,533132,0.82,1.52,277306,1,On Track
PJT013,2022-11-30,1857523,2049177,2025295,1321704,0.99,1.53,703591,1,On Track
PJT013,2022-12-31,790839,870337,546769,756848,0.63,0.72,-210080,3,Delayed
PJT013,2023-01-31,548969,791633,421252,458931,0.53,0.92,-37679,1,On Track
PJT013,2023-02-28,1391564,1466950,859935,1369990,0.59,0.63,-510055,2,At Risk
PJT013,2023-03-31,853023,666855,980398,704444,1.47,1.39,275954,3,Delayed
PJT013,2023-04-30,943917,1034593,721245,876695,0.7,0.82,-155451,1,On Track
PJT013,2023-05-31,1993573,2538582,1434180,1916451,0.56,0.75,-482271,1,On Track
PJT013,2023-06-30,1711137,2131449,2022419,1396849,0.95,1.45,625571,1,On Track
PJT013,2023-07-31,858560,801665,803694,777914,1.0,1.03,25780,1,On Track
PJT013,2023-08-31,1409318,2224439,1455204,1189968,0.65,1.22,265236,1,On Track
PJT013,2023-09-30,634728,715910,644847,600675,0.9,1.07,44172,1,On Track
PJT013,2023-10-31,1308433,1058211,1300935,1106657,1.23,1.18,194278,3,Delayed
PJT013,2023-11-30,820198,1272539,815799,689680,0.64,1.18,126119,1,On Track
PJT013,2023-12-31,1484202,1943958,1237887,1341491,0.64,0.92,-103603,1,On Track
PJT013,2024-01-31,535641,560550,361686,525685,0.65,0.69,-163999,1,On Track
PJT013,2024-02-29,949816,744625,640808,851682,0.86,0.75,-210873,2,At Risk
PJT013,2024-03-31,512726,564869,518971,426214,0.92,1.22,92757,1,On Track
PJT013,2024-04-30,1183975,1641549,857807,1038991,0.52,0.83,-181184,1,On Track
PJT013,2024-05-31,1675389,1713466,2166741,1189921,1.26,1.82,976820,2,At Risk
PJT013,2024-06-30,1961303,2534168,1681212,1813281,0.66,0.93,-132068,3,Delayed
PJT013,2024-07-31,1033461,795911,675277,1011434,0.85,0.67,-336157,3,Delayed
PJT013,2024-08-31,633360,434070,528611,570374,1.22,0.93,-41763,4,Completed
PJT013,2024-09-30,1118214,1410680,705778,1069556,0.5,0.66,-363778,1,On Track
PJT013,2024-10-31,1419403,891018,1660207,1351685,1.86,1.23,308522,1,On Track
PJT013,2024-11-30,1227788,1152535,1055531,1151198,0.92,0.92,-95667,3,Delayed
PJT013,2024-12-31,1408307,1621602,1825079,1257079,1.13,1.45,568000,1,On Track
PJT013,2025-01-31,1979596,2584543,1973099,1975552,0.76,1.0,-2453,3,Delayed
PJT013,2025-02-28,1179265,1532112,1257839,846732,0.82,1.49,411107,2,At Risk
PJT013,2025-03-31,857862,1068622,537070,763745,0.5,0.7,-226675,2,At Risk
PJT013,2025-04-30,520392,553766,339689,419304,0.61,0.81,-79616,1,On Track
PJT013,2025-05-31,1377039,1844386,1085572,1065021,0.59,1.02,20552,1,On Track
PJT013,2025-06-30,1434723,1457568,739771,1277549,0.51,0.58,-537778,1,On Track
PJT014,2022-01-31,1127593,1180187,769337,860714,0.65,0.89,-91377,1,On Track
PJT014,2022-02-28,1260852,1145541,1147524,1146328,1.0,1.0,1196,1,On Track
PJT014,2022-03-31,1905223,1844646,1054583,1514603,0.57,0.7,-460020,2,At Risk
PJT014,2022-04-30,927152,591985,709553,824145,1.2,0.86,-114592,1,On Track
PJT014,2022-05-31,994306,1560750,1058790,814818,0.68,1.3,243972,2,At Risk
PJT014,2022-06-30,1898213,1926433,2454202,1853615,1.27,1.32,600587,1,On Track
PJT014,2022-07-31,788880,592436,773127,618927,1.3,1.25,154200,4,Completed
PJT014,2022-08-31,535376,456577,638143,458283,1.4,1.39,179860,1,On Track
PJT014,2022-09-30,1190166,839814,1520434,1048618,1.81,1.45,471816,2,At Risk
PJT014,2022-10-31,1868877,2378081,1983569,1521561,0.83,1.3,462008,1,On Track
PJT014,2022-11-30,688138,722689,635145,596665,0.88,1.06,38481,1,On Track
PJT014,2022-12-31,1501332,1624388,1431341,1308425,0.88,1.09,122916,3,Delayed
PJT014,2023-01-31,1381359,1706084,914781,1035980,0.54,0.88,-121198,1,On Track
PJT014,2023-02-28,1497686,1390433,1578648,1403156,1.14,1.13,175493,1,On Track
PJT014,2023-03-31,1858027,1547304,1056237,1706761,0.68,0.62,-650524,3,Delayed
PJT014,2023-04-30,579063,389501,337964,499078,0.87,0.68,-161114,1,On Track
PJT014,2023-05-31,889274,750533,555185,673490,0.74,0.82,-118304,3,Delayed
PJT014,2023-06-30,1917095,2096029,2433300,1630668,1.16,1.49,802632,4,Completed
PJT014,2023-07-31,1536079,2302383,1203099,1444799,0.52,0.83,-241700,1,On Track
PJT014,2023-08-31,1287591,2053175,1147542,1030998,0.56,1.11,116543,1,On Track
PJT014,2023-09-30,812924,1101125,546472,575833,0.5,0.95,-29361,1,On Track
PJT014,2023-10-31,1716618,2659770,2128964,1225507,0.8,1.74,903458,1,On Track
PJT014,2023-11-30,1049668,1018141,627807,1041935,0.62,0.6,-414128,1,On Track
PJT014,2023-12-31,672687,493186,793567,637205,1.61,1.25,156362,1,On Track
PJT014,2024-01-31,1267812,1558402,1265136,1264879,0.81,1.0,257,1,On Track
PJT014,2024-02-29,742619,1180158,801365,645113,0.68,1.24,156252,1,On Track
PJT014,2024-03-31,1620744,1556852,911448,1535645,0.59,0.59,-624197,1,On Track
PJT014,2024-04-30,1603393,1685858,895904,1478924,0.53,0.61,-583020,1,On Track
PJT014,2024-05-31,1521102,2003909,1854162,1502617,0.93,1.23,351545,1,On Track
PJT014,2024-06-30,1086619,862255,850107,905701,0.99,0.94,-55594,3,Delayed
PJT014,2024-07-31,1692630,2301829,1506078,1251272,0.65,1.2,254806,1,On Track
PJT014,2024-08-31,511960,327382,583566,477755,1.78,1.22,105811,1,On Track
PJT014,2024-09-30,945060,568034,802381,827106,1.41,0.97,-24725,3,Delayed
PJT014,2024-10-31,553495,529190,466917,505519,0.88,0.92,-38602,2,At Risk
PJT014,2024-11-30,1675455,1712896,954623,1200081,0.56,0.8,-245458,1,On Track
PJT014,2024-12-31,839591,577075,553132,646137,0.96,0.86,-93005,1,On Track
PJT014,2025-01-31,1316700,1218412,1648329,1259442,1.35,1.31,388887,1,On Track
PJT014,2025-02-28,1574737,1542665,1137989,1461727,0.74,0.78,-323738,2,At Risk
PJT014,2025-03-31,826810,1054889,813069,670043,0.77,1.21,143026,4,Completed
PJT014,2025-04-30,1723200,1525959,2050337,1485372,1.34,1.38,564965,2,At Risk
PJT014,2025-05-31,696021,526326,654909,517155,1.24,1.27,137754,3,Delayed
PJT014,2025-06-30,597562,815468,716413,555309,0.88,1.29,161104,2,At Risk
PJT015,2022-01-31,542493,695180,669122,460215,0.96,1.45,208907,1,On Track
PJT015,2022-02-28,1705276,1299155,1134813,1409682,0.87,0.81,-274869,3,Delayed
PJT015,2022-03-31,1158605,1572651,735915,865690,0.47,0.85,-129774,1,On Track
PJT015,2022-04-30,1053263,1650080,826019,805660,0.5,1.03,20359,1,On Track
PJT015,2022-05-31,1505295,1699170,1561621,1352679,0.92,1.15,208942,1,On Track
PJT015,2022-06-30,612078,555062,559239,495017,1.01,1.13,64222,1,On Track
PJT015,2022-07-31,698330,874422,899616,507349,1.03,1.77,392267,1,On Track
PJT015,2022-08-31,1637247,2501992,1198999,1590002,0.48,0.75,-391003,1,On Track
PJT015,2022-09-30,1152471,1754873,979179,827438,0.56,1.18,151742,3,Delayed
PJT015,2022-10-31,874070,1143963,600014,670925,0.52,0.89,-70912,3,Delayed
PJT015,2022-11-30,518209,814915,321772,399953,0.39,0.8,-78180,2,At Risk
PJT015,2022-12-31,1406066,1437117,1011739,1229124,0.7,0.82,-217385,3,Delayed
PJT015,2023-01-31,660764,946586,405498,608778,0.43,0.67,-203280,2,At Risk
PJT015,2023-02-28,572612,877281,366432,514918,0.42,0.71,-148487,1,On Track
PJT015,2023-03-31,1287919,1885072,1272191,951794,0.67,1.34,320397,1,On Track
PJT015,2023-04-30,849842,893399,1038779,646546,1.16,1.61,392233,3,Delayed
PJT015,2023-05-31,670644,592985,848419,535404,1.43,1.58,313015,2,At Risk
PJT015,2023-06-30,697328,758914,800172,581875,1.05,1.38,218297,2,At Risk
PJT015,2023-07-31,1443885,1613440,1635123,1290092,1.01,1.27,345031,1,On Track
PJT015,2023-08-31,607784,728960,527349,490243,0.72,1.08,37106,3,Delayed
PJT015,2023-09-30,1293171,1379376,1124129,1023982,0.81,1.1,100147,1,On Track
PJT015,2023-10-31,924515,930532,733340,717062,0.79,1.02,16277,1,On Track
PJT015,2023-11-30,597156,927556,352964,440778,0.38,0.8,-87815,2,At Risk
PJT015,2023-12-31,1847342,1222802,1339190,1538417,1.1,0.87,-199226,1,On Track
PJT015,2024-01-31,770554,857809,389199,747095,0.45,0.52,-357897,1,On Track
PJT015,2024-02-29,1025307,1453193,755295,787301,0.52,0.96,-32007,1,On Track
PJT015,2024-03-31,1916003,2016992,1881620,1912570,0.93,0.98,-30951,3,Delayed
PJT015,2024-04-30,1152445,1642160,937909,1141698,0.57,0.82,-203790,2,At Risk
PJT015,2024-05-31,1551920,2288369,1153232,1542745,0.5,0.75,-389514,1,On Track
PJT015,2024-06-30,1650774,1233898,1405732,1383820,1.14,1.02,21913,1,On Track
PJT015,2024-07-31,1885514,2482814,1115554,1320778,0.45,0.84,-205224,3,Delayed
PJT015,2024-08-31,1330088,1712948,1100329,990343,0.64,1.11,109985,1,On Track
PJT015,2024-09-30,1225115,1442012,770966,1163246,0.53,0.66,-392280,1,On Track
PJT015,2024-10-31,1147740,1045911,1409102,1146710,1.35,1.23,262393,1,On Track
PJT015,2024-11-30,1618162,2471352,1459618,1276457,0.59,1.14,183161,1,On Track
PJT015,2024-12-31,584489,703880,650814,457848,0.92,1.42,192966,1,On Track
PJT015,2025-01-31,1519632,1421522,1629334,1108490,1.15,1.47,520844,1,On Track
PJT015,2025-02-28,810507,896878,632919,683056,0.71,0.93,-50137,3,Delayed
PJT015,2025-03-31,1829515,2312910,2085641,1716394,0.9,1.22,369246,1,On Track
PJT015,2025-04-30,1859193,2717903,992369,1754731,0.37,0.57,-762362,1,On Track
